8000.00 1.163410401856000 21826.7280000000028
7999.00 1.163410386887242 21823.9999999999891
7998.00 1.163410371863115 21821.2719999999717
7997.00 1.163410356783503 21818.5439999999835
7996.00 1.163410341648181 21815.8159999999843
7995.00 1.163410326456930 21813.0879999999779
7994.00 1.163410311209529 21810.3599999999678
7993.00 1.163410295905756 21807.6319999999796
7992.00 1.163410280545391 21804.9039999999914
7991.00 1.163410265128208 21802.1759999999813
7990.00 1.163410249653984 21799.4480000000040
7989.00 1.163410234122493 21796.7199999999721
7988.00 1.163410218533509 21793.9920000000020
7987.00 1.163410202886806 21791.2639999999774
7986.00 1.163410187182154 21788.5359999999746
7985.00 1.163410171419326 21785.8079999999827
7984.00 1.163410155598091 21783.0799999999690
7983.00 1.163410139718217 21780.3519999999771
7982.00 1.163410123779475 21777.6239999999925
7981.00 1.163410107781629 21774.8959999999643
7980.00 1.163410091724446 21772.1679999999687
7979.00 1.163410075607692 21769.4399999999987
7978.00 1.163410059431131 21766.7119999999923
7977.00 1.163410043194526 21763.9839999999895
7976.00 1.163410026897638 21761.2559999999721
7975.00 1.163410010540230 21758.5279999999912
7974.00 1.163409994122061 21755.7999999999665
7973.00 1.163409977642891 21753.0720000000001
7972.00 1.163409961102478 21750.3439999999791
7971.00 1.163409944500578 21747.6159999999945
7970.00 1.163409927836948 21744.8879999999772
7969.00 1.163409911111343 21742.1599999999780
7968.00 1.163409894323518 21739.4319999999971
7967.00 1.163409877473223 21736.7039999999870
7966.00 1.163409860560214 21733.9759999999951
7965.00 1.163409843584239 21731.2479999999705
7964.00 1.163409826545049 21728.5199999999968
7963.00 1.163409809442393 21725.7919999999831
7962.00 1.163409792276018 21723.0639999999876
7961.00 1.163409775045672 21720.3359999999848
7960.00 1.163409757751098 21717.6079999999929
7959.00 1.163409740392044 21714.8799999999756
7958.00 1.163409722968251 21712.1519999999982
7957.00 1.163409705479463 21709.4239999999772
7956.00 1.163409687925420 21706.6959999999781
7955.00 1.163409670305863 21703.9679999999789
7954.00 1.163409652620531 21701.2399999999834
7953.00 1.163409634869162 21698.5119999999733
7952.00 1.163409617051492 21695.7839999999742
7951.00 1.163409599167259 21693.0559999999823
7950.00 1.163409581216195 21690.3279999999759
7949.00 1.163409563198036 21687.5999999999949
7948.00 1.163409545112513 21684.8719999999958
7947.00 1.163409526959358 21682.1439999999930
7946.00 1.163409508738300 21679.4159999999938
7945.00 1.163409490449070 21676.6879999999837
7944.00 1.163409472091394 21673.9599999999991
7943.00 1.163409453664999 21671.2319999999818
7942.00 1.163409435169612 21668.5039999999863
7941.00 1.163409416604956 21665.7759999999798
7940.00 1.163409397970755 21663.0479999999807
7939.00 1.163409379266731 21660.3199999999852
7938.00 1.163409360492605 21657.5919999999751
7937.00 1.163409341648096 21654.8639999999832
7936.00 1.163409322732923 21652.1359999999986
7935.00 1.163409303746803 21649.4079999999813
7934.00 1.163409284689453 21646.6799999999930
7933.00 1.163409265560587 21643.9519999999975
7932.00 1.163409246359919 21641.2239999999874
7931.00 1.163409227087162 21638.4959999999919
7930.00 1.163409207742026 21635.7679999999928
7929.00 1.163409188324223 21633.0399999999863
7928.00 1.163409168833460 21630.3119999999690
7927.00 1.163409149269445 21627.5840000000026
7926.00 1.163409129631886 21624.8559999999961
7925.00 1.163409109920485 21622.1279999999933
7924.00 1.163409090134948 21619.3999999999833
7923.00 1.163409070274978 21616.6719999999987
7922.00 1.163409050340275 21613.9440000000031
7921.00 1.163409030330539 21611.2159999999858
7920.00 1.163409010245470 21608.4879999999830
7919.00 1.163408990084765 21605.7599999999948
7918.00 1.163408969848119 21603.0319999999847
7917.00 1.163408949535229 21600.3039999999892
7916.00 1.163408929145786 21597.5759999999791
7915.00 1.163408908679485 21594.8479999999872
7914.00 1.163408888136015 21592.1199999999735
7913.00 1.163408867515066 21589.3919999999889
7912.00 1.163408846816328 21586.6639999999716
7911.00 1.163408826039486 21583.9359999999833
7910.00 1.163408805184227 21581.2079999999733
7909.00 1.163408784250234 21578.4799999999777
7908.00 1.163408763237191 21575.7519999999713
7907.00 1.163408742144779 21573.0239999999758
7906.00 1.163408720972680 21570.2959999999948
7905.00 1.163408699720571 21567.5679999999847
7904.00 1.163408678388129 21564.8400000000001
7903.00 1.163408656975032 21562.1119999999828
7902.00 1.163408635480955 21559.3840000000018
7901.00 1.163408613905569 21556.6560000000100
7900.00 1.163408592248548 21553.9279999999999
7899.00 1.163408570509562 21551.1999999999753
7898.00 1.163408548688281 21548.4719999999979
7897.00 1.163408526784371 21545.7440000000061
7896.00 1.163408504797499 21543.0159999999778
7895.00 1.163408482727331 21540.2880000000005
7894.00 1.163408460573529 21537.5600000000086
7893.00 1.163408438335756 21534.8319999999803
7892.00 1.163408416013672 21532.1039999999812
7891.00 1.163408393606937 21529.3759999999675
7890.00 1.163408371115208 21526.6479999999974
7889.00 1.163408348538141 21523.9199999999837
7888.00 1.163408325875391 21521.1919999999955
7887.00 1.163408303126611 21518.4639999999890
7886.00 1.163408280291454 21515.7359999999826
7885.00 1.163408257369569 21513.0079999999980
7884.00 1.163408234360604 21510.2799999999734
7883.00 1.163408211264208 21507.5519999999851
7882.00 1.163408188080026 21504.8239999999678
7881.00 1.163408164807702 21502.0959999999941
7880.00 1.163408141446880 21499.3679999999804
7879.00 1.163408117997199 21496.6399999999958
7878.00 1.163408094458300 21493.9119999999821
7877.00 1.163408070829820 21491.1839999999866
7876.00 1.163408047111397 21488.4560000000056
7875.00 1.163408023302666 21485.7279999999882
7874.00 1.163407999403258 21482.9999999999927
